Tweet;Etiket
Allah'ım çok yıprandım bi işe yaramam artık, ölebilir miyim lütfen.;üzgün
Sığ yüzümü kapattığım saçlarımı kestirdiğimden beri çok pişmanım.;üzgün
Ne olur artık birileri beni anlasın. Çünkü tükendim, yıprandım, yoruldum.;üzgün
Yıllar sonra ilk defa aradım haklı olan bendim çok pişmanım aradığım için;üzgün
Uyumadığım zamanlar için çok pişmanım..;üzgün
Herkesten o kadar bunaldım ki anlatamam;üzgün
Yavşağın biri son ses Azer Bülbül açmış durduk yere dertlendim;üzgün
Yine lig düştük iyi mi, dertlendim bak;üzgün
Olamadıklarım için üzgünüm. Beni olduklarımla kabullen..;üzgün
O kadar yorgunum o kadar tükendim ki olmayan şeyler duyup görüyorum;üzgün
sana harcadığım o kadar boşa zaman içinde pişmanım;üzgün
Askıya alınan hesaplarım beni özlediler mi acaba ben çok özledim onları. ;üzgün
Tükendim çok, yaraları açan. Dağılmıyor içimdeki duman.;üzgün
Kreşte öğlen uykusuna yatırıyorlar diye ağladığım günler için pişmanım;üzgün
Gitmekten yoruldum, artık sadece bir kenarda oturup soluklanmak istiyorum.;üzgün
Her şeyden bıktım ve her şeyin her şeyliğinden de bıktım.;üzgün
bilgilerin en fazla 10 puan eksik olduğu sınav kağıdımdan nasıl 67 alabiliyorum amk bıktım senden ;üzgün
Fındık kabuğunu doldurmayan meseleleri kafama takmaktan bıktım.;üzgün
lise sıralarında tuğçeyle 500mb internetinden fi izlemeyi özledim be;üzgün
of çok bunaldım böyle durumlarda ne yapcağımı hala bulabilmiş değilim;üzgün
Ya of 4 senedir şu okula gelip gitmekten bunaldım artık sıralar bile bana ' yine mi sen geldin ? ' diyor;üzgün
Çok kötüyüm ya bu hastalık nasıl geçicek;üzgün
Üzülüyorum sıkılıyorum kötüyüm;üzgün
Üzgünüm, tekrar birine kendimi anlatabileceğimi sanmıyorum.;üzgün
Arkadaşlarla yazın kaçmak için tek çarem kolumu kırıp rapor almak üzgünüm;üzgün
Herkese akıl ve teselli veriyorum ama kendime gelince dokunsalar ağlayacağım;üzgün
Beklemekten yoruldum artık nefesim tükeniyor...;üzgün
5 6 saat önce gördüğüm halde şu an çok özledim diye ağlıyorum bana ne oluyor Allah'ım;üzgün
Ama gel gör ki kötüyüm bugün, sesime ses değse çığlık oluyor;üzgün
Dünyadaki en kötü şey zamanını göz göre göre boşa harcadığını görmek. İliklerime kadar pişmanım anasını satayım.;üzgün
kuş banyoya girmiş çıkmıyor giremiyorum ben de o yüzden ağlayacağım;üzgün
Kredi kartının son kullanma tarihini sorduğumda en son dün kullandım diyen annemi üzdüğüm günler için pişmanım.;üzgün
Markete gidip dünyayı alıp evde dizi izleyerek ağlayacağım çünkü yarın okullar açılıyor;üzgün
Pişmanım daha önce kitap okumadığım için;üzgün
Mcr'ı özledim three cheers dinleyip ağlayacağım ben;üzgün
Üzgünüm ben iyice ben olmaktan çıktım artık;üzgün
Jahovic’in Konya’ya gitmesine evladım evi terk etmişcesine üzüldüm;üzgün
Biri beni alsın dışarda sıkıldım artık;üzgün
4 o'clock dinliyorum çok kötüyüm birazdan da sea dinliyecem;üzgün
16 yaşında gibi görünmekten çok sıkıldım yeminlen çok sıkıldım keşke saçlarım falan ağarsa;üzgün
herkesi unflamak istiyorum sıkıldım artık;üzgün
Derdimi kendime anlatmakdan sıkıldım artık.;üzgün
Her gün birilerine yol vermekten sıkıldım uzun bir süre tek kalmayı tercih ediyorum;üzgün
Kendimi birilerine anlatmaktan o kadar sıkıldım ki artık soranlara boş adam imajı çiziyorum.;üzgün
Ben niye burdan sıkıldım ya hiç olmazdı böyle;üzgün
Sabah olsun işime gideyim ya sıkıldım bitmeyen pazardan;üzgün
50 den sonra kadınları anlamak daha zor bence amcalara ve babama üzülüyorum ;üzgün
Diyelim ki ben bu gece çok kötüyüm. Nasıl teselli edersiniz;üzgün
Abounun gol atabilme ihtimalini düşündükçe üzülüyorum... ... ..;üzgün
Arkadaşlarımın aileleriyle olan sorunlarını duyunca çok üzülüyorum ve kendi ailem için sonsuz şükrediyorum;üzgün
Üzülerek söylüyorum ki üzülüyorum.;üzgün
Yapraksız ağaçları görünce üzülüyorum öylede bir ruh halim var;üzgün
Bir şeye üzülüyorum ama neye bilmiyorum / hatırlamıyorum.;üzgün
Bakın yine aklıma geldi bana giresun karşılaması öğretmiyorsunuz üzülüyorum;üzgün
Çiçeklerin boynunu bükmesine bile üzülüyorum kış gelmesin ;üzgün
Ders çalışınca canım sıkılıyor, çalışmayınca üzülüyorum ;üzgün
Azıcık yüreği olan varsa ig: hilvees ve eljackson hesaplarına baksın. Benim yokmuş tükendim;üzgün
Şu lise bitsin kurtulalım dediğim günler için çok pişmanım;üzgün
Hocam tükendim notunuz sizin olsun tamam biz yapamadık siz fazlasıyla verdiniz notları;üzgün
Doktora ilaçlarımı söylerken bile yoruluyorum. İçmesi ayrı yutmadı ayrı oy tükendim;üzgün
Çok şanssızım mutsuzum sagopa kajmerle kolera ayrıldı senle ben ayrıldık kıyamet tahmini ne zaman kopar?;üzgün
"Böyle bi ""mutsuzum ya"" hissi var ve asla gitmiyor";üzgün
Nereden bakarsam bakıyım mutsuzum;üzgün
Erkek arkadaşıma 60 liraya kazak aldım . pişmanım ... ;üzgün
Sorma 4 yıldır bezdim Günde 5-6 kez çekiyorum kendilerini ;üzgün
Hakikaten hayallere giden yol neden okuldan geçiyor? Ben baya bezdim çünkü.;üzgün
Yediğim yemeklerden pişmanım ama gözüm hâlâ yiyemediklerim de;üzgün
Türkiyede diziler neden 2 saat ya vallahi bezdim artık izlemiyorum alın dizinizi başınıza çalın;üzgün
haftada bir kez eczanelere yaptığım yatırımı fazlasıyla bana geri ver Yarabbim, bezdim artık!!;üzgün
yıldım, yoruldum, tükendim, bunaldım, bıktım, bezdim, sıkıldım, tahammülsüzleştim, bunların tüm sebebi VİZELER;üzgün
Bir anlık triple sohbet grubundan çıktım, pişmanım;üzgün
Hem okudum hem yazdım, Sosyal medya senden bezdim.;üzgün
ne iradesiz bir insanım ya vallahi bezdim;üzgün
Öyle insanlar tanıdım ki canımdan bezdim buna inanın.;üzgün
İtlik olsun diye parfümünu üstüme boca ettim şimdi de çok güzel kokuyo amq diyip ağlıyorum;üzgün
Motivasyon mektubu yazmak için bilgisayarı açtım, rahmetli Alican abinin videoları arasında kayboldum. Ağlıyorum;üzgün
Abi c2 de kızla konuşurken şu sıralar porto fena yazacağıma şu sıralar porno fena yazdım. Ağlıyorum.;üzgün
Tümüyle durmuş bir zamanda yalnız başına ağlıyorum;üzgün
Hayat bilgisi izleyip ağlıyorum. Psikolojimin farkında mısınız?;üzgün
Ayla'ya gitmeyin, filmden çıkalı 1 saat oldu hala ağlıyorum..;üzgün
sabah şekeri olamayacak bu twitler üzgünüm. zaten dünya böyle bir yer.;üzgün
Bir çocuğumuzu daha Berk'imizi yitirdik... Çok üzgünüm, üzgünüz... Başımız sağolsun... ;üzgün
Bir yiğidi daha kaybettik başımız sağolsun... ;üzgün
Malesef ki Hakkari'de bir Askerimiz Şehit oldu. Başımız sağolsun, Allah yakınlarına ve Ailesine sabır versin.;üzgün
Ne acıdır insanın bildiğini anlatamaması. 'Ben' deyip susması, 'Sen' deyip ağlama ile kalması..;üzgün
Çok fakirim şu sıra günlerim ağlamak ile geçiyor;üzgün
Ruh halim sürekli ağlamalı, her şeye anlamsızca canımı sıkıyorum… ;üzgün
Ağlamayla dolu saatler bunlar hep... ;üzgün
Bu gece de bitti bir miktar ağlama hisli şarkı dinleyip gözyaşlarımla uykuya dalacağım... ..;üzgün
Neyseki şu ağlatan diziler varda ağladığımızda neden diye sorulmuyor;üzgün
Erken uyandığım zamanlar çok mutsuz ve ağlama hisli oluyorum;üzgün
Dünyanın en sıkıntılı durumu metroda çişinin gelmesi ben ağlıyorum şahsen başka çözümüm yok;üzgün
Biraz Esra Erola bakayım dedim hüngür hüngür ağlıyorum anlık. Siz bunu nasıl izliyorsunuz;üzgün
İçimi büyük bir hüzün kapladı, bir duygusal oldum ben ya;üzgün
Yine bir hüzün kapladı içimi;üzgün
İçimi gene hüzün kapladı evimden gene ayrılıp gidiyorum... ;üzgün
Eski fotoğraflara baktım evrim geçirmişim kimler varmış kimler yok olmuş hüzün kapladı içimi..;üzgün
Ben hala Leon-Spiro sahnesinin etkisinden çıkamıyorum. İçimi bir hüzün kapladı abv sahne hüzünlü değildi neden böyle oldu?;üzgün
Bu aralar bir melankoli bir hüzün kapladı içimi Sebebi koparılan çiçekler;üzgün
5 sene önceki günlüğümü buldum, saklıcak değildim tabi ama sebepsizce bir hüzün kapladı;üzgün
5 dakikada 4 kere ağlıyorum, öyle bir dönem.;üzgün
Ezhel dinlerken bile ağlıyorum ruh halim tam olarak bu;üzgün
Dünyada ki herşeyden bezdim, herşeyden sıkıldım..;üzgün
Bütün işyerlerinin üniforması olsun hergün ne giycem diye düşünmekten bezdim;üzgün
Bezdim bencil tavırlarınızdan ya gitmek istiyorum artık;üzgün
Bezdim şu yaşamaya üşenen tiplerden resmen hayat enerjimi tükettiler, sanki çok varmış gibi..;üzgün
Vallahi bunaldım. İş, güç, bünyem kaldırmıyor, Allah şu an canımı alsa hiç itiraz etmem.;üzgün
yoruldum sıkıldım bunaldım. galiba kış sendromuna girdim;üzgün
hoca salda bir patlangaç yapıp geliverek bunaldım dertlendim gari;üzgün
"bu gece aklıma takılan konu şu; eski sevgilimin neden muşlu olduğu çok dertlendim ben ya";üzgün
Dertlendim ve yanımda bir insan yok çünkü iyi gün dostluğu;üzgün
neyse dertlendim gene gideyim de ders çalışayım;üzgün
Neyse pek dertlendim birden gideyim de bir sigara yakayım.;üzgün
Keşke tez yazmak da çiçek yetiştirmek gibi olsaydı. Ay yine dertlendim;üzgün
Bak gene durduk yere aklıma iktisat okuduğum geldi dertlendim;üzgün
bugün fazlasıyla dertlendim bunlarla daha ne kadar yaşayabilirim diye düşünüyorum;üzgün
Kuzenim trt cocuk dergisini alamadı diye ağlıyor keske benim de tek derdim bu olsa;üzgün
Birileri bizi düşündüğünde de bildirim gelse keşke ;üzgün
Emlağım olsada emlak vergisi ödesem keşke ... ;üzgün
Keşke hep aybaşı olsa, ay sonu hiç gelmese..;üzgün
Keşke doktora gitsem ayağım yüzünden izin kağıdı verselerde yarın staja gitmesem;üzgün
kültür ve iletişim dergisinin 40. sayısına ulaşabilsem keşke.;üzgün
regl olcağıma 3 saat trigonometri görseydim keşke iki aynı derecede işkence çeşidi;üzgün
Böyle denk gelişler olmasa keşke;üzgün
Saat 6 dan beri uyuyorum. Ama hala mutsuzum.;üzgün
Umut bağlamaktan sıkıldım ve her defasında kırılmış bir kalp;üzgün
Yalan söylemekten yorulmadın mı? Ben dinlemekten yoruldum.;üzgün
Murat çok üzdün beni ağlayacağım şimdi;üzgün
Ben sana çok kırgınım. Yine de çok özlüyorum.;üzgün
Maçtan dolayı hâlâ moralim bozuk.;üzgün
Yağında durumu bu ne diyebilirim ki üzgünüm ;üzgün
Şimdi dizimin sezon finalini izleyeceğim mutsuzum;üzgün
Artık kısa cevaplar ve terslemelerden çok sıkıldım sürekli aynı replikler boğuyor ;üzgün
Üzgünüm be baba ,inan bende istemezdim böyle olsun ,;üzgün
Ya artık evlende kurtulayım şu stalk işinden yeter bıktım;üzgün
Baş ağrısından ağlamak üzereyim.;üzgün
Annemle babamla defter kapladığımız günleri özledim.;üzgün
Kulaklığının teki bozulmuş gibi mutsuzum, tek fark kulaklığım değil kulağım bozuldu;üzgün
Uzun zamandır alsel görmüyorum, özledim;üzgün
Üzgünüm ama depresyondayım;üzgün
Artık gerçekten çok sıkıldım ya bana biriniz yardım etsin of;üzgün
20'lik dişim çıkıyor ağlamak üzereyim sürünüyorum;üzgün
Konuşmanı özledim ama yazmaya cesaretim yok .;üzgün
Yeter buradan çok sıkıldım artık;üzgün
Üzgünüm seni üzdüm ama kankamın gazına gelmiştim;üzgün
Yine yandı yürekler yine ateş düştü ocaklara daha ne kadar ne zamana kadar ağlayacak bu analar ;üzgün
Çok yoruldum, tanıdım sanmaktan, kırılmaktan kırılan taraf olmaktan…;üzgün
Dünyaya yetişmeye çalışmaktan çok yoruldum.;üzgün
Yine besin zehirlenmesi :( ağlamak istiyorum ;üzgün
Tüm parfüm stoğum bitmek üzere,bunu kendime yakıştıramıyorum. üzgünüm.;üzgün
Siz siz olun abinizi veya ablanızı kesinlike üzmeyin ben üzdüm çok pişmanım ;üzgün
Git buralardan herkesi arkanda bırak git mutsuzluğunu al yanına gözyaşlarını topla git ;üzgün
Dönemin ilk alarmına uyandım. Mutsuzum;üzgün
Kaybolan kedime o kadar çok benziyor ki ağlıyorum şu an. ;üzgün
Ümitsizlik zor be hafız çok mutsuzum ;üzgün
Kalbim kırık ve ben çok yorgunum.;üzgün
Bu kadın artık hüzün ve bırakılmışlığı kabullenir. ;üzgün
Yirmilik çıkarıyorum, ağlamak üzereyim;üzgün
Hüzünlendim bugün baya hayatımı sorguladım sonuç bok;üzgün
Keşke seni hayatıma sabitleyebilmenin bir yolu olsaydı;üzgün
Pişman değilim ama keşke daha iyi şartlar altında kendime yazık etseydim;üzgün
Herkes hayatı boyunca hata yapar ama emin ol en büyük pişmanlığım sensin;üzgün
Özledim gökyüzü kadar uçsuz bucaksız;üzgün
Şu okulda bir şeyler kaybetmekten sıkıldım artık Okul okul değil kara delik sanki ;üzgün
Bu gece sigaraya başlanır öyle dertliyim;üzgün
Halbuki senin derdinle dertlendim. Ne kadar ağrım var bir bilsen;üzgün
O kadar mutsuzum ki en fazla bu kadar mutsuz olunabilir;üzgün
Çok fena stalka düştüm mutsuzum;üzgün
Keşke her baba kızına sahip çıkıcak kadar delikanlı olsaydı, bazılarının mayası bozuk.;üzgün
En sevdiğim formamı kaybetmişim moralim çok bozuk ;üzgün
Kaybolmak niyetinde değilim, üzgünüm.;üzgün
Yoruldum ve hiçbir şeye değmedi;üzgün
Rabbim Şahadetini kabul etsin insallah Çok üzgünüm ... ;üzgün
Şu an keşke lisede olsam da sabaha kadar batak oynasak yurtta;üzgün
Heijan gözaltına alınmış çok moralim bozuk.;üzgün
Biraz sonra sürünerek dershaneye gideceğim mutsuzum;üzgün
Yağmur fena yağıyor havada hüzün var, öyleyse şarkı söyleyelim.;üzgün
An itibari ile yıkılmış ve bitmiş durumdayım;üzgün
Yıprandım kimseye gücüm yok;üzgün
Başarısız bir kulüpte olmaktan dolayı mutsuzum ;üzgün
Beklemekten yıprandım. Hayatın bana biçtiği bir durum sanırım;üzgün
Olacağı varsa oluyor ya hani, biteceği varsa da bitsin, yoruldum.';üzgün
Afrin'de 5 Canımız şehit oldu çok üzgünüm..Allah'tan rahmet, yakınlarına sabır ve başsağlığı dilerim...;üzgün
Yakın akrabalarla samimi olmayın pişmanlıktır yıldım yıprandım yeminle;üzgün
6 yaşından beri moralim bozuk çünkü okula başladım;üzgün
Moralim bozuk gibi değilde… Böyle çürümüş gibi, Küflenmiş gibi, İçine edilmiş gibi...;üzgün
Dudağım yara oldu kahve içerken değdiğinde acıyor içemiyorum kısaca mutsuzum;üzgün
Merhaba tükendiğim günlere tekrar dönüş yaptım aşırı mutsuzum;üzgün
Artık be diyebilirim ki kelimelerimden de önce tükendim.;üzgün
Üstüme fondötenle attırdım çok üzgünüm pahalıydı o ya;üzgün
Her şeyi geçtim de bak yine yoruldum.;üzgün
Bugünden itibaren yeniden gözlüklü olabilirim üzgünüm;üzgün
Twit atarken az samimi olun yapmacık şeyler okumaktan sıkıldım artık;üzgün
Gün içinde aldığım kötü ve iyi haberlerden yıprandım;üzgün
Böyle bu şekilde olmasaydı keşke yıprandım duygularım köreldi;üzgün
Pes etmiyorum ama boşa çabaladığımı hissediyorum, yoruldum anlayabiliyor musun ?;üzgün
Selam arkadaşlar uykudan uyandım başım acıyor mutsuzum;üzgün
Hastayım, üşüyorum, yalnızım, Eti karam istiyorum, başım ağrıyor, uyumak istiyorum, mutsuzum ve birde sensizim..;üzgün
Belki bir enerji kaynağı değildim ama bende tükendim;üzgün
Üç gündür kendimi sadece çimen gibi hissetmekten yoruldum.;üzgün
Gerçekten düğünlere özenen bir insan olarak ben bile yıprandım. Bu ne arkadaş.;üzgün
Artık keşfettimde milletin gözünü görmekten bıktım;üzgün
Üzgünüm ama artık zerrenize eyvAllah'ım yok;üzgün
Yaşıma göre fazla olgun olduğum için çok mutsuzum;üzgün
Durup dururken gözlerimin dolmasından sıkıldım artık;üzgün
Her gördüğüm kimin oğlusun diyerek sorguya çekiyorlar bunaldım;üzgün
Yalandan yılandan hepsinden bezdim;üzgün
Yıllar sona birazdan güne gideceğim, mutsuzum anne anla beni..;üzgün
Üzgünüm.. seni çizdim ama pişman değilim.;üzgün
Sen benim tahammül sınırlarımı aşıyorsun çok üzgünüm.;üzgün
Böyle güzel havalar moralim bozuk olduğunda boşa gitmiş gibi hissediyorum.;üzgün
"Her yaptığım, her söylediğim, her bi'şeyim olay oluyor; bıktım, bezdim, tükendim artık ya.";üzgün
Müzik dinlemek istiyorum ama kulaklığım bozuldu çok mutsuzum;üzgün
Yorgun mutsuz ve umutsuzum;üzgün
Hiç hissetmediğim kadar özgür hiç olmadığım kadar mutsuz hiç düşünemeyeceğim kadar umutsuzum;üzgün
Yemin ederim huzurum kalmadı bıktım;üzgün
Kırgınım ama dönse yine hayır diyemem çünkü öyle.;üzgün
Kulaklığımı yolda düşürmüşüm çok üzgünüm..;üzgün
Üzgünüm Siri, galiba güzel günler sona erecek ;üzgün
Benim de terbiyemin raf ömrü bu kadarmış arkadaşlar, üzgünüm..;üzgün
Aşırı rahatsız bir yolculuğa çıktım suratsız ve mutsuzum;üzgün
Kirpiklerim birbirine yapıştı 3 tane kirpikle dolaşıyorum çok mutsuzum şu an;üzgün
l ve ll dediğim soru yanlız lll çıktı üzgünüm;üzgün
Kaybolmuş gibiyim, nereden başlayacağımı bulamıyorum. Sanırım tükendim.....;üzgün
Limonlu diye aldım mentollü çıktı hüzünlüyüm;üzgün
Ben teen wolfu özledim ağlayacağım şimdi;üzgün
Tevfik bu sahneyi her izlediğimde ağlayacağım kesin;üzgün
Kötüyüm ve en kötüsüde dökersem içimi toplamaya yardımcı olacak kimsem yok.;üzgün
Telefonumu düşürüp, ekranını çatlattım. Mutsuzum...;üzgün
Karşıma çıkan her bireyin en başta varoluşuna saygı göstermekten hep yenik düştüm ve yıprandım.;üzgün
Okulu bitirmeye bir gram umudum kalmadı.;üzgün
Özlesem de özledim diyemiyeceğim kadar üzdüler beni. Bende susmayı öğrendim...;üzgün
Kötüyüm ama merak etmeyin bunu da halledemicem;üzgün
Of Kütahyada çok bunaldım Ankaraya gideyim de biraz deniz havası alayım;üzgün
